[21-Apr-2013 07:24:33 UTC] PHP Notice:  Undefined index: t in C:\ClickTale\qatests\changeMonitor\ajax\safeguardAjaxLoop.php on line 27
[21-Apr-2013 08:02:10 UTC] PHP Notice:  Undefined variable: responseStr in C:\ClickTale\qatests\changeMonitor\ajax\safeguardAjaxLoop.php on line 14
[21-Apr-2013 08:02:39 UTC] PHP Notice:  Undefined variable: responseStr in C:\ClickTale\qatests\changeMonitor\ajax\safeguardAjaxLoop.php on line 14
[21-Apr-2013 08:02:41 UTC] PHP Notice:  Undefined variable: responseStr in C:\ClickTale\qatests\changeMonitor\ajax\safeguardAjaxLoop.php on line 14
[21-Apr-2013 08:02:41 UTC] PHP Notice:  Undefined variable: responseStr in C:\ClickTale\qatests\changeMonitor\ajax\safeguardAjaxLoop.php on line 14
[21-Apr-2013 08:02:41 UTC] PHP Notice:  Undefined variable: responseStr in C:\ClickTale\qatests\changeMonitor\ajax\safeguardAjaxLoop.php on line 14
[21-Apr-2013 08:02:41 UTC] PHP Notice:  Undefined variable: responseStr in C:\ClickTale\qatests\changeMonitor\ajax\safeguardAjaxLoop.php on line 14
[21-Apr-2013 08:02:42 UTC] PHP Notice:  Undefined variable: responseStr in C:\ClickTale\qatests\changeMonitor\ajax\safeguardAjaxLoop.php on line 14
[21-Apr-2013 08:05:02 UTC] PHP Parse error:  syntax error, unexpected '}', expecting ',' or ';' in C:\ClickTale\qatests\changeMonitor\ajax\safeguardAjaxLoop.php on line 39
[21-Apr-2013 08:07:03 UTC] PHP Notice:  Undefined variable: myStr in C:\ClickTale\qatests\changeMonitor\ajax\safeguardAjaxLoop.php on line 14
[21-Apr-2013 08:07:03 UTC] PHP Notice:  Undefined variable: myStr in C:\ClickTale\qatests\changeMonitor\ajax\safeguardAjaxLoop.php on line 14
[21-Apr-2013 08:07:08 UTC] PHP Notice:  Undefined variable: myStr in C:\ClickTale\qatests\changeMonitor\ajax\safeguardAjaxLoop.php on line 14
[21-Apr-2013 08:07:08 UTC] PHP Notice:  Undefined variable: myStr in C:\ClickTale\qatests\changeMonitor\ajax\safeguardAjaxLoop.php on line 14
[21-Apr-2013 08:07:10 UTC] PHP Notice:  Undefined variable: myStr in C:\ClickTale\qatests\changeMonitor\ajax\safeguardAjaxLoop.php on line 14
[21-Apr-2013 08:07:10 UTC] PHP Notice:  Undefined variable: myStr in C:\ClickTale\qatests\changeMonitor\ajax\safeguardAjaxLoop.php on line 14
[21-Apr-2013 08:07:12 UTC] PHP Notice:  Undefined variable: myStr in C:\ClickTale\qatests\changeMonitor\ajax\safeguardAjaxLoop.php on line 14
[21-Apr-2013 08:07:12 UTC] PHP Notice:  Undefined variable: myStr in C:\ClickTale\qatests\changeMonitor\ajax\safeguardAjaxLoop.php on line 14
[21-Apr-2013 08:07:12 UTC] PHP Notice:  Undefined variable: myStr in C:\ClickTale\qatests\changeMonitor\ajax\safeguardAjaxLoop.php on line 14
[21-Apr-2013 08:08:38 UTC] PHP Parse error:  syntax error, unexpected T_VAR in C:\ClickTale\qatests\changeMonitor\ajax\safeguardAjaxLoop.php on line 35
[22-Apr-2013 11:14:21 UTC] PHP Fatal error:  Maximum execution time of 30 seconds exceeded in C:\ClickTale\qatests\changeMonitor\ajax\safeguardAjaxLoop.php on line 39
[23-Apr-2013 12:34:47 UTC] PHP Parse error:  syntax error, unexpected '"' in C:\ClickTale\qatests\changeMonitor\ajax\safeguardAjaxLoop.php on line 31
[23-Apr-2013 12:35:03 UTC] PHP Parse error:  syntax error, unexpected '"' in C:\ClickTale\qatests\changeMonitor\ajax\safeguardAjaxLoop.php on line 31
